sha256_short,bytes,modified,top_folder,path
ed1230792944,4061,2026-09-06,08_HISTORICAL_PACKAGES,"08_HISTORICAL_PACKAGES/2026-07-24_dual_hatch_builds/dual-hatch-secure-20260724/source/src/lib/opus-1.2.1/pitch_est_defines.h"
c0cf34e7d5ce,3589,2026-09-06,08_HISTORICAL_PACKAGES,"08_HISTORICAL_PACKAGES/2026-07-24_dual_hatch_builds/dual-hatch-secure-20260724/source/src/lib/opus-1.2.1/pitch_est_tables.c"
396ac86ece04,5447,2026-09-06,08_HISTORICAL_PACKAGES,"08_HISTORICAL_PACKAGES/2026-07-24_dual_hatch_builds/dual-hatch-secure-20260724/source/src/lib/opus-1.2.1/process_NLSFs.c"
92a25af5a235,6595,2026-09-06,08_HISTORICAL_PACKAGES,"08_HISTORICAL_PACKAGES/2026-07-24_dual_hatch_builds/dual-hatch-secure-20260724/source/src/lib/opus-1.2.1/process_gains_FIX.c"
1f9aa2768ee6,7351,2026-09-06,08_HISTORICAL_PACKAGES,"08_HISTORICAL_PACKAGES/2026-07-24_dual_hatch_builds/dual-hatch-secure-20260724/source/src/lib/opus-1.2.1/quant_LTP_gains.c"
d80db2e55c24,18714,2026-09-06,08_HISTORICAL_PACKAGES,"08_HISTORICAL_PACKAGES/2026-07-24_dual_hatch_builds/dual-hatch-secure-20260724/source/src/lib/opus-1.2.1/quant_bands.c"
fbe7d733d3dc,2974,2026-09-06,08_HISTORICAL_PACKAGES,"08_HISTORICAL_PACKAGES/2026-07-24_dual_hatch_builds/dual-hatch-secure-20260724/source/src/lib/opus-1.2.1/quant_bands.h"
5237183bbce2,21428,2026-09-06,08_HISTORICAL_PACKAGES,"08_HISTORICAL_PACKAGES/2026-07-24_dual_hatch_builds/dual-hatch-secure-20260724/source/src/lib/opus-1.2.1/rate.c"
c8611c953f22,3279,2026-09-06,08_HISTORICAL_PACKAGES,"08_HISTORICAL_PACKAGES/2026-07-24_dual_hatch_builds/dual-hatch-secure-20260724/source/src/lib/opus-1.2.1/rate.h"
7028df79d2ff,2626,2026-09-06,08_HISTORICAL_PACKAGES,"08_HISTORICAL_PACKAGES/2026-07-24_dual_hatch_builds/dual-hatch-secure-20260724/source/src/lib/opus-1.2.1/regularize_correlations_FIX.c"
84c84990fca1,9842,2026-09-06,08_HISTORICAL_PACKAGES,"08_HISTORICAL_PACKAGES/2026-07-24_dual_hatch_builds/dual-hatch-secure-20260724/source/src/lib/opus-1.2.1/repacketizer.c"
7e28b897c5b0,9931,2026-09-06,08_HISTORICAL_PACKAGES,"08_HISTORICAL_PACKAGES/2026-07-24_dual_hatch_builds/dual-hatch-secure-20260724/source/src/lib/opus-1.2.1/resampler.c"
7aa4cba793ab,3475,2026-09-06,08_HISTORICAL_PACKAGES,"08_HISTORICAL_PACKAGES/2026-07-24_dual_hatch_builds/dual-hatch-secure-20260724/source/src/lib/opus-1.2.1/resampler_down2.c"
2ab8318bf4bc,4765,2026-09-06,08_HISTORICAL_PACKAGES,"08_HISTORICAL_PACKAGES/2026-07-24_dual_hatch_builds/dual-hatch-secure-20260724/source/src/lib/opus-1.2.1/resampler_down2_3.c"
b14e6d03394a,4553,2026-09-06,08_HISTORICAL_PACKAGES,"08_HISTORICAL_PACKAGES/2026-07-24_dual_hatch_builds/dual-hatch-secure-20260724/source/src/lib/opus-1.2.1/resampler_private.h"
c16d50bde74b,2665,2026-09-06,08_HISTORICAL_PACKAGES,"08_HISTORICAL_PACKAGES/2026-07-24_dual_hatch_builds/dual-hatch-secure-20260724/source/src/lib/opus-1.2.1/resampler_private_AR2.c"
584c7b2afbcb,5231,2026-09-06,08_HISTORICAL_PACKAGES,"08_HISTORICAL_PACKAGES/2026-07-24_dual_hatch_builds/dual-hatch-secure-20260724/source/src/lib/opus-1.2.1/resampler_private_IIR_FIR.c"
5ed14a4557a3,10897,2026-09-06,08_HISTORICAL_PACKAGES,"08_HISTORICAL_PACKAGES/2026-07-24_dual_hatch_builds/dual-hatch-secure-20260724/source/src/lib/opus-1.2.1/resampler_private_down_FIR.c"
f06a982b8856,5367,2026-09-06,08_HISTORICAL_PACKAGES,"08_HISTORICAL_PACKAGES/2026-07-24_dual_hatch_builds/dual-hatch-secure-20260724/source/src/lib/opus-1.2.1/resampler_private_up2_HQ.c"
ec3ba5c620ee,4747,2026-09-06,08_HISTORICAL_PACKAGES,"08_HISTORICAL_PACKAGES/2026-07-24_dual_hatch_builds/dual-hatch-secure-20260724/source/src/lib/opus-1.2.1/resampler_rom.c"
68088e075048,3294,2026-09-06,08_HISTORICAL_PACKAGES,"08_HISTORICAL_PACKAGES/2026-07-24_dual_hatch_builds/dual-hatch-secure-20260724/source/src/lib/opus-1.2.1/resampler_rom.h"
b038e84c7d79,2615,2026-09-06,08_HISTORICAL_PACKAGES,"08_HISTORICAL_PACKAGES/2026-07-24_dual_hatch_builds/dual-hatch-secure-20260724/source/src/lib/opus-1.2.1/resampler_structs.h"
384cdf5f4142,4837,2026-09-06,08_HISTORICAL_PACKAGES,"08_HISTORICAL_PACKAGES/2026-07-24_dual_hatch_builds/dual-hatch-secure-20260724/source/src/lib/opus-1.2.1/residual_energy16_FIX.c"
633ed6d7d8da,5389,2026-09-06,08_HISTORICAL_PACKAGES,"08_HISTORICAL_PACKAGES/2026-07-24_dual_hatch_builds/dual-hatch-secure-20260724/source/src/lib/opus-1.2.1/residual_energy_FIX.c"
0dce2180da54,3994,2026-09-06,08_HISTORICAL_PACKAGES,"08_HISTORICAL_PACKAGES/2026-07-24_dual_hatch_builds/dual-hatch-secure-20260724/source/src/lib/opus-1.2.1/schur64_FIX.c"
ce05edf0c709,4447,2026-09-06,08_HISTORICAL_PACKAGES,"08_HISTORICAL_PACKAGES/2026-07-24_dual_hatch_builds/dual-hatch-secure-20260724/source/src/lib/opus-1.2.1/schur_FIX.c"
60b5a2786238,7718,2026-09-06,08_HISTORICAL_PACKAGES,"08_HISTORICAL_PACKAGES/2026-07-24_dual_hatch_builds/dual-hatch-secure-20260724/source/src/lib/opus-1.2.1/shell_coder.c"
339568f30645,3164,2026-09-06,08_HISTORICAL_PACKAGES,"08_HISTORICAL_PACKAGES/2026-07-24_dual_hatch_builds/dual-hatch-secure-20260724/source/src/lib/opus-1.2.1/sigm_Q15.c"
8436c8b92db9,6265,2026-09-06,08_HISTORICAL_PACKAGES,"08_HISTORICAL_PACKAGES/2026-07-24_dual_hatch_builds/dual-hatch-secure-20260724/source/src/lib/opus-1.2.1/sort.c"
603a5beb27f6,5989,2026-09-06,08_HISTORICAL_PACKAGES,"08_HISTORICAL_PACKAGES/2026-07-24_dual_hatch_builds/dual-hatch-secure-20260724/source/src/lib/opus-1.2.1/stack_alloc.h"
fd5405b0b950,32819,2026-09-06,08_HISTORICAL_PACKAGES,"08_HISTORICAL_PACKAGES/2026-07-24_dual_hatch_builds/dual-hatch-secure-20260724/source/src/lib/opus-1.2.1/static_modes_fixed.h"
9c49d71262dc,25209,2026-09-06,08_HISTORICAL_PACKAGES,"08_HISTORICAL_PACKAGES/2026-07-24_dual_hatch_builds/dual-hatch-secure-20260724/source/src/lib/opus-1.2.1/static_modes_fixed_arm_ne10.h"
65fdb130c42c,50919,2026-09-06,08_HISTORICAL_PACKAGES,"08_HISTORICAL_PACKAGES/2026-07-24_dual_hatch_builds/dual-hatch-secure-20260724/source/src/lib/opus-1.2.1/static_modes_float.h"
f17e57248f30,28613,2026-09-06,08_HISTORICAL_PACKAGES,"08_HISTORICAL_PACKAGES/2026-07-24_dual_hatch_builds/dual-hatch-secure-20260724/source/src/lib/opus-1.2.1/static_modes_float_arm_ne10.h"
b47a3a1257df,12473,2026-09-06,08_HISTORICAL_PACKAGES,"08_HISTORICAL_PACKAGES/2026-07-24_dual_hatch_builds/dual-hatch-secure-20260724/source/src/lib/opus-1.2.1/stereo_LR_to_MS.c"
af24277c7191,4871,2026-09-06,08_HISTORICAL_PACKAGES,"08_HISTORICAL_PACKAGES/2026-07-24_dual_hatch_builds/dual-hatch-secure-20260724/source/src/lib/opus-1.2.1/stereo_MS_to_LR.c"
b852fbd96ea3,3417,2026-09-06,08_HISTORICAL_PACKAGES,"08_HISTORICAL_PACKAGES/2026-07-24_dual_hatch_builds/dual-hatch-secure-20260724/source/src/lib/opus-1.2.1/stereo_decode_pred.c"
4634861dac77,2885,2026-09-06,08_HISTORICAL_PACKAGES,"08_HISTORICAL_PACKAGES/2026-07-24_dual_hatch_builds/dual-hatch-secure-20260724/source/src/lib/opus-1.2.1/stereo_encode_pred.c"
b77b33b43ab9,4374,2026-09-06,08_HISTORICAL_PACKAGES,"08_HISTORICAL_PACKAGES/2026-07-24_dual_hatch_builds/dual-hatch-secure-20260724/source/src/lib/opus-1.2.1/stereo_find_predictor.c"
8d1895de054a,3404,2026-09-06,08_HISTORICAL_PACKAGES,"08_HISTORICAL_PACKAGES/2026-07-24_dual_hatch_builds/dual-hatch-secure-20260724/source/src/lib/opus-1.2.1/stereo_quant_pred.c"
4f7173bc0400,21018,2026-09-06,08_HISTORICAL_PACKAGES,"08_HISTORICAL_PACKAGES/2026-07-24_dual_hatch_builds/dual-hatch-secure-20260724/source/src/lib/opus-1.2.1/structs.h"
a01a3611c279,5152,2026-09-06,08_HISTORICAL_PACKAGES,"08_HISTORICAL_PACKAGES/2026-07-24_dual_hatch_builds/dual-hatch-secure-20260724/source/src/lib/opus-1.2.1/structs_FIX.h"
710b83c92458,3790,2026-09-06,08_HISTORICAL_PACKAGES,"08_HISTORICAL_PACKAGES/2026-07-24_dual_hatch_builds/dual-hatch-secure-20260724/source/src/lib/opus-1.2.1/sum_sqr_shift.c"
9cae32dfdc4a,4191,2026-09-06,08_HISTORICAL_PACKAGES,"08_HISTORICAL_PACKAGES/2026-07-24_dual_hatch_builds/dual-hatch-secure-20260724/source/src/lib/opus-1.2.1/table_LSF_cos.c"
0e976672b3c9,7700,2026-09-06,08_HISTORICAL_PACKAGES,"08_HISTORICAL_PACKAGES/2026-07-24_dual_hatch_builds/dual-hatch-secure-20260724/source/src/lib/opus-1.2.1/tables.h"
95b4912701d4,7432,2026-09-06,08_HISTORICAL_PACKAGES,"08_HISTORICAL_PACKAGES/2026-07-24_dual_hatch_builds/dual-hatch-secure-20260724/source/src/lib/opus-1.2.1/tables_LTP.c"
94e49118901f,10785,2026-09-06,08_HISTORICAL_PACKAGES,"08_HISTORICAL_PACKAGES/2026-07-24_dual_hatch_builds/dual-hatch-secure-20260724/source/src/lib/opus-1.2.1/tables_NLSF_CB_NB_MB.c"
24a56112a6f6,14499,2026-09-06,08_HISTORICAL_PACKAGES,"08_HISTORICAL_PACKAGES/2026-07-24_dual_hatch_builds/dual-hatch-secure-20260724/source/src/lib/opus-1.2.1/tables_NLSF_CB_WB.c"
c91e247a6580,2519,2026-09-06,08_HISTORICAL_PACKAGES,"08_HISTORICAL_PACKAGES/2026-07-24_dual_hatch_builds/dual-hatch-secure-20260724/source/src/lib/opus-1.2.1/tables_gain.c"
1d8e66c52751,5445,2026-09-06,08_HISTORICAL_PACKAGES,"08_HISTORICAL_PACKAGES/2026-07-24_dual_hatch_builds/dual-hatch-secure-20260724/source/src/lib/opus-1.2.1/tables_other.c"
f504bbaf35a2,3068,2026-09-06,08_HISTORICAL_PACKAGES,"08_HISTORICAL_PACKAGES/2026-07-24_dual_hatch_builds/dual-hatch-secure-20260724/source/src/lib/opus-1.2.1/tables_pitch_lag.c"
2fb238cd3704,11423,2026-09-06,08_HISTORICAL_PACKAGES,"08_HISTORICAL_PACKAGES/2026-07-24_dual_hatch_builds/dual-hatch-secure-20260724/source/src/lib/opus-1.2.1/tables_pulses_per_block.c"
835fcdf08d5b,2304,2026-09-06,08_HISTORICAL_PACKAGES,"08_HISTORICAL_PACKAGES/2026-07-24_dual_hatch_builds/dual-hatch-secure-20260724/source/src/lib/opus-1.2.1/tansig_table.h"
752c03100137,6191,2026-09-06,08_HISTORICAL_PACKAGES,"08_HISTORICAL_PACKAGES/2026-07-24_dual_hatch_builds/dual-hatch-secure-20260724/source/src/lib/opus-1.2.1/tuning_parameters.h"
24e9365165de,3345,2026-09-06,08_HISTORICAL_PACKAGES,"08_HISTORICAL_PACKAGES/2026-07-24_dual_hatch_builds/dual-hatch-secure-20260724/source/src/lib/opus-1.2.1/typedef.h"
8aaf9937665d,4778,2026-09-06,08_HISTORICAL_PACKAGES,"08_HISTORICAL_PACKAGES/2026-07-24_dual_hatch_builds/dual-hatch-secure-20260724/source/src/lib/opus-1.2.1/vector_ops_FIX.c"
af23c4beaa6c,12850,2026-09-06,08_HISTORICAL_PACKAGES,"08_HISTORICAL_PACKAGES/2026-07-24_dual_hatch_builds/dual-hatch-secure-20260724/source/src/lib/opus-1.2.1/vq.c"
3664f207ab39,3175,2026-09-06,08_HISTORICAL_PACKAGES,"08_HISTORICAL_PACKAGES/2026-07-24_dual_hatch_builds/dual-hatch-secure-20260724/source/src/lib/opus-1.2.1/vq.h"
cd70ffc998d9,4656,2026-09-06,08_HISTORICAL_PACKAGES,"08_HISTORICAL_PACKAGES/2026-07-24_dual_hatch_builds/dual-hatch-secure-20260724/source/src/lib/opus-1.2.1/warped_autocorrelation_FIX.c"
820c9e721ae8,6202,2026-09-06,08_HISTORICAL_PACKAGES,"08_HISTORICAL_PACKAGES/2026-07-24_dual_hatch_builds/dual-hatch-secure-20260724/source/src/main.c"
1d87a76e6324,7252,2026-09-06,08_HISTORICAL_PACKAGES,"08_HISTORICAL_PACKAGES/2026-07-24_dual_hatch_builds/dual-hatch-secure-20260724/source/src/mic.c"
05e099214f04,546,2026-09-06,08_HISTORICAL_PACKAGES,"08_HISTORICAL_PACKAGES/2026-07-24_dual_hatch_builds/dual-hatch-secure-20260724/source/src/mic.h"
deb6b01c9a85,674,2026-09-06,08_HISTORICAL_PACKAGES,"08_HISTORICAL_PACKAGES/2026-07-24_dual_hatch_builds/dual-hatch-secure-20260724/source/src/opus_packet_helpers.c"
d615b4b4cd2b,1365,2026-09-06,08_HISTORICAL_PACKAGES,"08_HISTORICAL_PACKAGES/2026-07-24_dual_hatch_builds/dual-hatch-secure-20260724/source/src/recovery_touch.c"
779beb34f98e,585,2026-09-06,08_HISTORICAL_PACKAGES,"08_HISTORICAL_PACKAGES/2026-07-24_dual_hatch_builds/dual-hatch-secure-20260724/source/src/recovery_touch.h"
6aa4b149e646,3596,2026-09-06,08_HISTORICAL_PACKAGES,"08_HISTORICAL_PACKAGES/2026-07-24_dual_hatch_builds/dual-hatch-secure-20260724/source/src/recovery_usb.c"
ad6399fac25a,136,2026-09-06,08_HISTORICAL_PACKAGES,"08_HISTORICAL_PACKAGES/2026-07-24_dual_hatch_builds/dual-hatch-secure-20260724/source/src/recovery_usb.h"
15f0cbac10a8,40882,2026-09-06,08_HISTORICAL_PACKAGES,"08_HISTORICAL_PACKAGES/2026-07-24_dual_hatch_builds/dual-hatch-secure-20260724/source/src/transport.c"
661c98f78d35,274,2026-09-06,08_HISTORICAL_PACKAGES,"08_HISTORICAL_PACKAGES/2026-07-24_dual_hatch_builds/dual-hatch-secure-20260724/source/src/transport.h"
546ca7f31fa4,1653,2026-09-06,08_HISTORICAL_PACKAGES,"08_HISTORICAL_PACKAGES/2026-07-24_dual_hatch_builds/dual-hatch-secure-20260724/source/src/transport_safety.c"
e8a8ac7adaf2,724,2026-09-06,08_HISTORICAL_PACKAGES,"08_HISTORICAL_PACKAGES/2026-07-24_dual_hatch_builds/dual-hatch-secure-20260724/source/src/transport_safety.h"
87c01e3e4e12,1312,2026-09-06,08_HISTORICAL_PACKAGES,"08_HISTORICAL_PACKAGES/2026-07-24_dual_hatch_builds/dual-hatch-secure-20260724/source/src/utils.h"
d20975fe9a15,2383,2026-09-06,08_HISTORICAL_PACKAGES,"08_HISTORICAL_PACKAGES/2026-07-24_dual_hatch_builds/dual-hatch-secure-20260724/source/src/watchdog.c"
2ca1d7509dc4,3451,2026-09-06,08_HISTORICAL_PACKAGES,"08_HISTORICAL_PACKAGES/2026-07-24_dual_hatch_builds/dual-hatch-secure-20260724/source/src/watchdog.h"
582bc7c608ff,1463,2026-09-06,08_HISTORICAL_PACKAGES,"08_HISTORICAL_PACKAGES/2026-07-24_dual_hatch_builds/dual-hatch-secure-20260724/source/tests/recovery_touch_test.c"
31fd678f85fa,1247,2026-09-06,08_HISTORICAL_PACKAGES,"08_HISTORICAL_PACKAGES/2026-07-24_pendant_device_restore/MANIFEST.sha256"
afae81ea55a9,4647,2026-09-06,08_HISTORICAL_PACKAGES,"08_HISTORICAL_PACKAGES/2026-07-24_pendant_device_restore/README.md"
8d7e049bb2bc,83,2026-09-06,08_HISTORICAL_PACKAGES,"08_HISTORICAL_PACKAGES/2026-07-24_pendant_device_restore/TWILIO-ROLLBACK.txt"
a04f69e28e97,12429,2026-09-06,08_HISTORICAL_PACKAGES,"08_HISTORICAL_PACKAGES/2026-07-24_pendant_device_restore/WELCOME-BACK.md"
9061f7e31166,304,2026-09-06,08_HISTORICAL_PACKAGES,"08_HISTORICAL_PACKAGES/2026-07-24_pendant_device_restore/dfu-package/README-NOT-YET-BUILT.txt"
c9686baaa334,1908736,2026-09-06,08_HISTORICAL_PACKAGES,"08_HISTORICAL_PACKAGES/2026-07-24_pendant_device_restore/image/CURRENT-from-device-20260724.uf2"
b7cddedb7010,274468,2026-09-06,08_HISTORICAL_PACKAGES,"08_HISTORICAL_PACKAGES/2026-07-24_pendant_device_restore/image/zephyr.bin"
8d969ccd73a8,18300,2026-09-06,08_HISTORICAL_PACKAGES,"08_HISTORICAL_PACKAGES/2026-07-24_pendant_device_restore/image/zephyr.dts"
0f4dc109c685,5240756,2026-09-06,08_HISTORICAL_PACKAGES,"08_HISTORICAL_PACKAGES/2026-07-24_pendant_device_restore/image/zephyr.elf"
c0a6bde2319d,772213,2026-09-06,08_HISTORICAL_PACKAGES,"08_HISTORICAL_PACKAGES/2026-07-24_pendant_device_restore/image/zephyr.hex"
437dc9e33ef5,549376,2026-09-06,08_HISTORICAL_PACKAGES,"08_HISTORICAL_PACKAGES/2026-07-24_pendant_device_restore/image/zephyr.uf2"
f862439a1e5c,68241,2026-09-06,08_HISTORICAL_PACKAGES,"08_HISTORICAL_PACKAGES/2026-07-24_pendant_device_restore/provenance/.config"
3ce8729448cd,9047,2026-09-06,08_HISTORICAL_PACKAGES,"08_HISTORICAL_PACKAGES/2026-07-24_pendant_device_restore/provenance/ANTICIPY_DEVELOPMENT_BUILD_RECEIPT_NOT_FOR_FLASH.json"
ba3a6fa71fd7,2398,2026-09-06,08_HISTORICAL_PACKAGES,"08_HISTORICAL_PACKAGES/2026-07-24_pendant_device_restore/provenance/ANTICIPY_SOURCE_RECEIPT.json"
d1f824e2f325,520,2026-09-06,08_HISTORICAL_PACKAGES,"08_HISTORICAL_PACKAGES/2026-07-24_pendant_device_restore/provenance/ARTIFACT_SHA256SUMS.txt"
5b0ebf07d6b1,290,2026-09-06,08_HISTORICAL_PACKAGES,"08_HISTORICAL_PACKAGES/2026-07-24_pendant_device_restore/provenance/BUILD_COMMAND.txt"
a4c599ba28b9,52549,2026-09-06,08_HISTORICAL_PACKAGES,"08_HISTORICAL_PACKAGES/2026-07-24_pendant_device_restore/provenance/CMakeCache.txt"
a31e3a86b660,197,2026-09-06,08_HISTORICAL_PACKAGES,"08_HISTORICAL_PACKAGES/2026-07-24_pendant_device_restore/provenance/TOOL_VERSIONS.tsv"
ac86b569e2f9,1083,2026-09-06,08_HISTORICAL_PACKAGES,"08_HISTORICAL_PACKAGES/2026-07-24_pendant_device_restore/tools/recon/AUDIO_CAPTURE.txt"
9591541dfd04,920,2026-09-06,08_HISTORICAL_PACKAGES,"08_HISTORICAL_PACKAGES/2026-07-24_pendant_device_restore/tools/recon/Anticipy Audio Capture.app/Contents/Info.plist"
10b308c35c6a,196112,2026-09-06,08_HISTORICAL_PACKAGES,"08_HISTORICAL_PACKAGES/2026-07-24_pendant_device_restore/tools/recon/Anticipy Audio Capture.app/Contents/MacOS/audiocap"
6686de10a28a,2200,2026-09-06,08_HISTORICAL_PACKAGES,"08_HISTORICAL_PACKAGES/2026-07-24_pendant_device_restore/tools/recon/Anticipy Audio Capture.app/Contents/_CodeSignature/CodeResources"
f03e309da1d6,984,2026-09-06,08_HISTORICAL_PACKAGES,"08_HISTORICAL_PACKAGES/2026-07-24_pendant_device_restore/tools/recon/Anticipy Pendant Recon.app/Contents/Info.plist"
aaace99d82bd,125760,2026-09-06,08_HISTORICAL_PACKAGES,"08_HISTORICAL_PACKAGES/2026-07-24_pendant_device_restore/tools/recon/Anticipy Pendant Recon.app/Contents/MacOS/omi-probe"
6686de10a28a,2200,2026-09-06,08_HISTORICAL_PACKAGES,"08_HISTORICAL_PACKAGES/2026-07-24_pendant_device_restore/tools/recon/Anticipy Pendant Recon.app/Contents/_CodeSignature/CodeResources"
074bc9ab25af,986,2026-09-06,08_HISTORICAL_PACKAGES,"08_HISTORICAL_PACKAGES/2026-07-24_pendant_device_restore/tools/recon/Anticipy Pendant Survey.app/Contents/Info.plist"
fdffcaadde1b,192256,2026-09-06,08_HISTORICAL_PACKAGES,"08_HISTORICAL_PACKAGES/2026-07-24_pendant_device_restore/tools/recon/Anticipy Pendant Survey.app/Contents/MacOS/omi-survey"
6686de10a28a,2200,2026-09-06,08_HISTORICAL_PACKAGES,"08_HISTORICAL_PACKAGES/2026-07-24_pendant_device_restore/tools/recon/Anticipy Pendant Survey.app/Contents/_CodeSignature/CodeResources"
f3fa253beb17,2717,2026-09-06,08_HISTORICAL_PACKAGES,"08_HISTORICAL_PACKAGES/2026-07-24_pendant_device_restore/tools/recon/IDENT.txt"
aaaa365837a2,914,2026-09-06,08_HISTORICAL_PACKAGES,"08_HISTORICAL_PACKAGES/2026-07-24_pendant_device_restore/tools/recon/Pendant Identify.app/Contents/Info.plist"
f9e153ebce53,128704,2026-09-06,08_HISTORICAL_PACKAGES,"08_HISTORICAL_PACKAGES/2026-07-24_pendant_device_restore/tools/recon/Pendant Identify.app/Contents/MacOS/ident"
6686de10a28a,2200,2026-09-06,08_HISTORICAL_PACKAGES,"08_HISTORICAL_PACKAGES/2026-07-24_pendant_device_restore/tools/recon/Pendant Identify.app/Contents/_CodeSignature/CodeResources"
108c554dfad5,984,2026-09-06,08_HISTORICAL_PACKAGES,"08_HISTORICAL_PACKAGES/2026-07-24_pendant_device_restore/tools/recon/Pendant Survey 2.app/Contents/Info.plist"
83fd3c26a38d,196080,2026-09-06,08_HISTORICAL_PACKAGES,"08_HISTORICAL_PACKAGES/2026-07-24_pendant_device_restore/tools/recon/Pendant Survey 2.app/Contents/MacOS/omi-survey"
0e53949af612,192256,2026-09-06,08_HISTORICAL_PACKAGES,"08_HISTORICAL_PACKAGES/2026-07-24_pendant_device_restore/tools/recon/Pendant Survey 2.app/Contents/MacOS/survey2"
f66c8d6e5745,2428,2026-09-06,08_HISTORICAL_PACKAGES,"08_HISTORICAL_PACKAGES/2026-07-24_pendant_device_restore/tools/recon/Pendant Survey 2.app/Contents/_CodeSignature/CodeResources"
ef0c0f060a50,2146,2026-09-06,08_HISTORICAL_PACKAGES,"08_HISTORICAL_PACKAGES/2026-07-24_pendant_device_restore/tools/recon/RECON_RESULT.txt"
5adfd4a30ad9,10998,2026-09-06,08_HISTORICAL_PACKAGES,"08_HISTORICAL_PACKAGES/2026-07-24_pendant_device_restore/tools/recon/SURVEY2.txt"
cebf15ca70ee,1042,2026-09-06,08_HISTORICAL_PACKAGES,"08_HISTORICAL_PACKAGES/2026-07-24_pendant_device_restore/tools/recon/SURVEY_RESULT.txt"
874e80bc2aa5,20445,2026-09-06,08_HISTORICAL_PACKAGES,"08_HISTORICAL_PACKAGES/2026-07-24_pendant_device_restore/tools/recon/omi_probe_audio.swift"
881a35edcc2a,19790,2026-09-06,08_HISTORICAL_PACKAGES,"08_HISTORICAL_PACKAGES/2026-07-24_pendant_device_restore/tools/recon/omi_probe_autostart.swift"
3dcb87d48ce6,19494,2026-09-06,08_HISTORICAL_PACKAGES,"08_HISTORICAL_PACKAGES/2026-07-24_pendant_device_restore/tools/recon/omi_probe_gui_logged.swift"
c8e2e93ac527,17824,2026-09-06,08_HISTORICAL_PACKAGES,"08_HISTORICAL_PACKAGES/2026-07-24_pendant_device_restore/tools/recon/omi_probe_headless.swift"
6a2812d00584,20178,2026-09-06,08_HISTORICAL_PACKAGES,"08_HISTORICAL_PACKAGES/2026-07-24_pendant_device_restore/tools/recon/omi_probe_survey.swift"
b6395fabfa28,509952,2026-09-06,08_HISTORICAL_PACKAGES,"08_HISTORICAL_PACKAGES/2026-07-24_pendant_recovery_images/A-TRY-FIRST-dual-hatch-rc-internal-RC.uf2"
77ee2d67df00,255585,2026-09-06,08_HISTORICAL_PACKAGES,"08_HISTORICAL_PACKAGES/2026-07-24_pendant_recovery_images/A-TRY-FIRST-dual-hatch-rc-nrf52-legacy-ota.zip"
f1c9011a921b,509440,2026-09-06,08_HISTORICAL_PACKAGES,"08_HISTORICAL_PACKAGES/2026-07-24_pendant_recovery_images/B-dual-hatch-xtal-crystal.uf2"
e861aa9c2979,255474,2026-09-06,08_HISTORICAL_PACKAGES,"08_HISTORICAL_PACKAGES/2026-07-24_pendant_recovery_images/B-dual-hatch-xtal-nrf52-legacy-ota.zip"
1deb99cd3565,6262,2026-09-06,08_HISTORICAL_PACKAGES,"08_HISTORICAL_PACKAGES/2026-07-24_pendant_recovery_images/README.md"
ce1f5a1086bd,422,2026-09-06,08_HISTORICAL_PACKAGES,"08_HISTORICAL_PACKAGES/2026-07-24_pendant_recovery_images/SHA256SUMS.txt"
0d5f09ee1f0c,1143,2026-09-06,08_HISTORICAL_PACKAGES,"08_HISTORICAL_PACKAGES/2026-08-19_anticipy_design_ds_bundle/assembly/build-steps.html"
a54c825006a4,1144,2026-09-06,08_HISTORICAL_PACKAGES,"08_HISTORICAL_PACKAGES/2026-08-19_anticipy_design_ds_bundle/bom/per-unit.html"
2b9f4ced8c39,1357,2026-09-06,08_HISTORICAL_PACKAGES,"08_HISTORICAL_PACKAGES/2026-08-19_anticipy_design_ds_bundle/brand/identity.html"
714680faae44,463,2026-09-06,08_HISTORICAL_PACKAGES,"08_HISTORICAL_PACKAGES/2026-08-19_anticipy_design_ds_bundle/components/spec-table.html"
84d5436575cd,326,2026-09-06,08_HISTORICAL_PACKAGES,"08_HISTORICAL_PACKAGES/2026-08-19_anticipy_design_ds_bundle/components/step-card.html"
0c330efc6fde,1188,2026-09-06,08_HISTORICAL_PACKAGES,"08_HISTORICAL_PACKAGES/2026-08-19_anticipy_design_ds_bundle/hardware/battery-map.html"
0e145182a325,2504,2026-09-06,08_HISTORICAL_PACKAGES,"08_HISTORICAL_PACKAGES/2026-08-19_anticipy_design_ds_bundle/hardware/wiring-diagram.html"
2b227141c340,1107,2026-09-06,08_HISTORICAL_PACKAGES,"08_HISTORICAL_PACKAGES/2026-08-19_anticipy_design_ds_bundle/hardware/xiao-spec.html"
0d6b085d2339,859,2026-09-06,08_HISTORICAL_PACKAGES,"08_HISTORICAL_PACKAGES/2026-08-19_anticipy_design_ds_bundle/shell/print-plan.html"
9e670213ff1a,2355,2026-09-06,08_HISTORICAL_PACKAGES,"08_HISTORICAL_PACKAGES/2026-08-19_anticipy_design_ds_bundle/shell/shell-drawing.html"
cd3645699253,2519,2026-09-06,08_HISTORICAL_PACKAGES,"08_HISTORICAL_PACKAGES/2026-08-19_anticipy_design_ds_bundle/styles.css"
dec7742088cc,902225,2026-09-06,08_HISTORICAL_PACKAGES,"08_HISTORICAL_PACKAGES/2026-08-19_anticipy_shell_openscad/ANTICIPY_v4_3pendants.3mf"
