sha256_short,bytes,modified,top_folder,path
70d4b1b314b3,85327,2026-09-06,06_FACTORY_AND_QA,"06_FACTORY_AND_QA/QA_FIXTURES/step/rattle_cassette_lid_petg.step"
d3e46fe9ce02,32191,2026-09-06,06_FACTORY_AND_QA,"06_FACTORY_AND_QA/QA_FIXTURES/step/rattle_cassette_liner_base_tpu95a.step"
0c774f1cfe53,33341,2026-09-06,06_FACTORY_AND_QA,"06_FACTORY_AND_QA/QA_FIXTURES/step/rattle_cassette_liner_lid_tpu95a.step"
744810f9b83b,145160,2026-09-06,06_FACTORY_AND_QA,"06_FACTORY_AND_QA/QA_FIXTURES/step/rattle_edge_axis_adapter_petg.step"
7ca5e7dcdc95,355408,2026-09-06,06_FACTORY_AND_QA,"06_FACTORY_AND_QA/QA_FIXTURES/step/rattle_fixture_face_axis_assembly.step"
53c1b7649451,89450,2026-09-06,06_FACTORY_AND_QA,"06_FACTORY_AND_QA/QA_FIXTURES/step/rattle_nema17_mount_petg.step"
9be275841df4,144375,2026-09-06,06_FACTORY_AND_QA,"06_FACTORY_AND_QA/QA_FIXTURES/step/rattle_rotor_disk_petg.step"
2ccaf64fae59,611284,2026-09-06,06_FACTORY_AND_QA,"06_FACTORY_AND_QA/QA_FIXTURES/stl/drop_collet_body_petg.stl"
15ea924270c4,282084,2026-09-06,06_FACTORY_AND_QA,"06_FACTORY_AND_QA/QA_FIXTURES/stl/drop_common_latch_plate_petg.stl"
948ed0a0760d,128684,2026-09-06,06_FACTORY_AND_QA,"06_FACTORY_AND_QA/QA_FIXTURES/stl/drop_finger_guide_petg_print_three.stl"
152259bef545,844684,2026-09-06,06_FACTORY_AND_QA,"06_FACTORY_AND_QA/QA_FIXTURES/stl/drop_inert_51x21x11_dummy.stl"
838cffdcecc7,251084,2026-09-06,06_FACTORY_AND_QA,"06_FACTORY_AND_QA/QA_FIXTURES/stl/drop_pose_key_01_F_XP.stl"
70dd9d300e78,251084,2026-09-06,06_FACTORY_AND_QA,"06_FACTORY_AND_QA/QA_FIXTURES/stl/drop_pose_key_02_F_XM.stl"
c35822d12173,277284,2026-09-06,06_FACTORY_AND_QA,"06_FACTORY_AND_QA/QA_FIXTURES/stl/drop_pose_key_03_F_YP.stl"
dbdc6a6b422c,277284,2026-09-06,06_FACTORY_AND_QA,"06_FACTORY_AND_QA/QA_FIXTURES/stl/drop_pose_key_04_F_YM.stl"
8a04df311efd,475084,2026-09-06,06_FACTORY_AND_QA,"06_FACTORY_AND_QA/QA_FIXTURES/stl/drop_pose_key_05_F_ZP.stl"
6e36820ec8fa,475084,2026-09-06,06_FACTORY_AND_QA,"06_FACTORY_AND_QA/QA_FIXTURES/stl/drop_pose_key_06_F_ZM.stl"
5b63f5d56719,264284,2026-09-06,06_FACTORY_AND_QA,"06_FACTORY_AND_QA/QA_FIXTURES/stl/drop_pose_key_07_E_XP_YP.stl"
1bbea4df0b9e,264284,2026-09-06,06_FACTORY_AND_QA,"06_FACTORY_AND_QA/QA_FIXTURES/stl/drop_pose_key_08_E_XP_YM.stl"
5546b487bf1f,264284,2026-09-06,06_FACTORY_AND_QA,"06_FACTORY_AND_QA/QA_FIXTURES/stl/drop_pose_key_09_E_XM_YP.stl"
099dc1b09d52,264284,2026-09-06,06_FACTORY_AND_QA,"06_FACTORY_AND_QA/QA_FIXTURES/stl/drop_pose_key_10_E_XM_YM.stl"
dcd6cc97d64a,188584,2026-09-06,06_FACTORY_AND_QA,"06_FACTORY_AND_QA/QA_FIXTURES/stl/drop_pose_key_11_E_XP_ZP.stl"
76e38f0ace38,188584,2026-09-06,06_FACTORY_AND_QA,"06_FACTORY_AND_QA/QA_FIXTURES/stl/drop_pose_key_12_E_XP_ZM.stl"
7cb3d17a3d08,188584,2026-09-06,06_FACTORY_AND_QA,"06_FACTORY_AND_QA/QA_FIXTURES/stl/drop_pose_key_13_E_XM_ZP.stl"
02c0544a5553,188584,2026-09-06,06_FACTORY_AND_QA,"06_FACTORY_AND_QA/QA_FIXTURES/stl/drop_pose_key_14_E_XM_ZM.stl"
30bd6316a966,158184,2026-09-06,06_FACTORY_AND_QA,"06_FACTORY_AND_QA/QA_FIXTURES/stl/drop_pose_key_15_E_YP_ZP.stl"
45b4b0577505,158184,2026-09-06,06_FACTORY_AND_QA,"06_FACTORY_AND_QA/QA_FIXTURES/stl/drop_pose_key_16_E_YP_ZM.stl"
b8366a6845b6,158184,2026-09-06,06_FACTORY_AND_QA,"06_FACTORY_AND_QA/QA_FIXTURES/stl/drop_pose_key_17_E_YM_ZP.stl"
a826cabb0d8a,158184,2026-09-06,06_FACTORY_AND_QA,"06_FACTORY_AND_QA/QA_FIXTURES/stl/drop_pose_key_18_E_YM_ZM.stl"
20dfe43f9ef6,206384,2026-09-06,06_FACTORY_AND_QA,"06_FACTORY_AND_QA/QA_FIXTURES/stl/drop_pose_key_19_C_XP_YP_ZP.stl"
2074a4566819,207984,2026-09-06,06_FACTORY_AND_QA,"06_FACTORY_AND_QA/QA_FIXTURES/stl/drop_pose_key_20_C_XP_YP_ZM.stl"
4786a3a79ee0,207984,2026-09-06,06_FACTORY_AND_QA,"06_FACTORY_AND_QA/QA_FIXTURES/stl/drop_pose_key_21_C_XP_YM_ZP.stl"
cf371b423b69,206384,2026-09-06,06_FACTORY_AND_QA,"06_FACTORY_AND_QA/QA_FIXTURES/stl/drop_pose_key_22_C_XP_YM_ZM.stl"
f72ea6f25fd8,207984,2026-09-06,06_FACTORY_AND_QA,"06_FACTORY_AND_QA/QA_FIXTURES/stl/drop_pose_key_23_C_XM_YP_ZP.stl"
013027acd908,206384,2026-09-06,06_FACTORY_AND_QA,"06_FACTORY_AND_QA/QA_FIXTURES/stl/drop_pose_key_24_C_XM_YP_ZM.stl"
5926e1168f6e,206384,2026-09-06,06_FACTORY_AND_QA,"06_FACTORY_AND_QA/QA_FIXTURES/stl/drop_pose_key_25_C_XM_YM_ZP.stl"
5f26671b6e5e,207984,2026-09-06,06_FACTORY_AND_QA,"06_FACTORY_AND_QA/QA_FIXTURES/stl/drop_pose_key_26_C_XM_YM_ZM.stl"
535732679368,72884,2026-09-06,06_FACTORY_AND_QA,"06_FACTORY_AND_QA/QA_FIXTURES/stl/drop_radial_finger_petg_print_three.stl"
ac9188bf5c45,127284,2026-09-06,06_FACTORY_AND_QA,"06_FACTORY_AND_QA/QA_FIXTURES/stl/drop_three_cord_lift_yoke_petg.stl"
152259bef545,844684,2026-09-06,06_FACTORY_AND_QA,"06_FACTORY_AND_QA/QA_FIXTURES/stl/inert_51x21x11_pendant_dummy.stl"
15ae5d662a1e,153684,2026-09-06,06_FACTORY_AND_QA,"06_FACTORY_AND_QA/QA_FIXTURES/stl/rattle_608_bearing_tower_petg_print_two.stl"
b1f21039959f,229484,2026-09-06,06_FACTORY_AND_QA,"06_FACTORY_AND_QA/QA_FIXTURES/stl/rattle_base_plate_petg_or_plywood_template.stl"
6c272689bbdc,153484,2026-09-06,06_FACTORY_AND_QA,"06_FACTORY_AND_QA/QA_FIXTURES/stl/rattle_cassette_base_petg.stl"
f92b0bb081f9,179284,2026-09-06,06_FACTORY_AND_QA,"06_FACTORY_AND_QA/QA_FIXTURES/stl/rattle_cassette_lid_petg.stl"
580efaefff17,51084,2026-09-06,06_FACTORY_AND_QA,"06_FACTORY_AND_QA/QA_FIXTURES/stl/rattle_cassette_liner_base_tpu95a.stl"
ec132e7f0dd2,51284,2026-09-06,06_FACTORY_AND_QA,"06_FACTORY_AND_QA/QA_FIXTURES/stl/rattle_cassette_liner_lid_tpu95a.stl"
08f08535cf94,334284,2026-09-06,06_FACTORY_AND_QA,"06_FACTORY_AND_QA/QA_FIXTURES/stl/rattle_edge_axis_adapter_petg.stl"
34510c64facc,230884,2026-09-06,06_FACTORY_AND_QA,"06_FACTORY_AND_QA/QA_FIXTURES/stl/rattle_nema17_mount_petg.stl"
51791fa06ee3,258484,2026-09-06,06_FACTORY_AND_QA,"06_FACTORY_AND_QA/QA_FIXTURES/stl/rattle_rotor_disk_petg.stl"
d5a78a59db99,4562,2026-09-06,06_FACTORY_AND_QA,"06_FACTORY_AND_QA/QA_FIXTURES/validate_package.py"
e1baf04a2ea5,3105,2026-09-06,06_FACTORY_AND_QA,"06_FACTORY_AND_QA/QA_FIXTURES/verify_meshes.py"
a90cbdab0e36,2788,2026-09-06,06_FACTORY_AND_QA,"06_FACTORY_AND_QA/README.md"
4dbb7068288a,6434,2026-09-06,06_FACTORY_AND_QA,"06_FACTORY_AND_QA/TEST_EVIDENCE/DURABILITY_AND_RATTLE_TEST_PLAN.md"
56a5f5c9ed24,4762,2026-09-06,06_FACTORY_AND_QA,"06_FACTORY_AND_QA/TEST_EVIDENCE/ELECTRICAL_AUDIT.md"
06d3c59adf2e,18110,2026-09-06,06_FACTORY_AND_QA,"06_FACTORY_AND_QA/TEST_EVIDENCE/ELECTRICAL_AUDIT_2026-08-29.md"
8ec2415b3281,12439,2026-09-06,06_FACTORY_AND_QA,"06_FACTORY_AND_QA/TEST_EVIDENCE/EXACT_SOURCING_2026-08-29.md"
69a2336c2db3,17966,2026-09-06,06_FACTORY_AND_QA,"06_FACTORY_AND_QA/TEST_EVIDENCE/FIRMWARE_STORAGE_SPEC.md"
f17b859818bb,8499,2026-09-06,06_FACTORY_AND_QA,"06_FACTORY_AND_QA/TEST_EVIDENCE/MECHANICAL_RETENTION_SPEC.md"
fbf632d7a54c,18445,2026-09-06,06_FACTORY_AND_QA,"06_FACTORY_AND_QA/TEST_EVIDENCE/MECHANICAL_V10_AUDIT.md"
48e3dce58a5d,7757,2026-09-06,06_FACTORY_AND_QA,"06_FACTORY_AND_QA/TEST_EVIDENCE/MECHANICAL_V10_REAUDIT.md"
c03a18cb8a7d,3526,2026-09-06,06_FACTORY_AND_QA,"06_FACTORY_AND_QA/TEST_EVIDENCE/PRODUCTION_CANDIDATE_BOM.csv"
a6889d620b0c,3548,2026-09-06,06_FACTORY_AND_QA,"06_FACTORY_AND_QA/TEST_EVIDENCE/PRODUCTION_FIT_REPORT.md"
d7db6c0c1041,2323,2026-09-06,06_FACTORY_AND_QA,"06_FACTORY_AND_QA/TEST_EVIDENCE/SIZE_AUDIT.md"
a9e46055eda5,2121324,2026-09-06,06_FACTORY_AND_QA,"06_FACTORY_AND_QA/TEST_EVIDENCE/physical_capture/2026-07-20_pendant_audio.wav"
5c58648a2f40,3678,2026-09-06,07_PROCUREMENT,"07_PROCUREMENT/2026-08-27_v07_FOUR_DAY_ORDER_SHEET.csv"
d71af3eaeb9c,1320,2026-09-06,07_PROCUREMENT,"07_PROCUREMENT/2026-08-28_execution_COST_AND_TIMELINE.md"
866ae5938432,2886,2026-09-06,07_PROCUREMENT,"07_PROCUREMENT/2026-08-28_tuesday_evt_BUY_12.csv"
3397515ab350,544,2026-09-06,07_PROCUREMENT,"07_PROCUREMENT/2026-08-28_tuesday_evt_COST_CEILING.md"
3628ee87b69a,408082,2026-09-06,07_PROCUREMENT,"07_PROCUREMENT/Anticipy_BUILD_GUIDE_LegoStyle.pdf"
07a2bb4f5a6e,789369,2026-09-06,07_PROCUREMENT,"07_PROCUREMENT/Anticipy_Build_Guide_VISUAL.pdf"
afbb8d03f7a7,253740,2026-09-06,07_PROCUREMENT,"07_PROCUREMENT/Anticipy_Hardware_CAD_Brief_v1.pdf"
5de8820107f7,329101,2026-09-06,07_PROCUREMENT,"07_PROCUREMENT/Anticipy_Pendant_Guide.pdf"
83c88d584245,94185,2026-09-06,07_PROCUREMENT,"07_PROCUREMENT/Anticipy_Pendant_Manufacturing_Brief.pdf"
8e82d68041fd,288929,2026-09-06,07_PROCUREMENT,"07_PROCUREMENT/Anticipy_Unit_001_Owner_Shopping_and_Hardware_Build_Brief.pdf"
1fcec84b6ec3,280564,2026-09-06,07_PROCUREMENT,"07_PROCUREMENT/Anticipy_v0_Build_Guide.pdf"
b9d878bf49cc,1484,2026-09-06,07_PROCUREMENT,"07_PROCUREMENT/JLCPCB_STATUS_2026-09-05.md"
fc2a02f0c17f,3115,2026-09-06,07_PROCUREMENT,"07_PROCUREMENT/PURCHASE_QUANTITIES.csv"
b1d88695fb7e,2488,2026-09-06,07_PROCUREMENT,"07_PROCUREMENT/README.md"
ab9bf4adbed0,38944,2026-09-06,07_PROCUREMENT,"07_PROCUREMENT/anticipy-hardware-sourcing.docx"
74b0ac22f69a,8602767,2026-09-06,08_HISTORICAL_PACKAGES,"08_HISTORICAL_PACKAGES/00_ORIGINAL_ZIPS/Anticipy pendant v5.1 model.zip"
2b2455177372,3558712,2026-09-06,08_HISTORICAL_PACKAGES,"08_HISTORICAL_PACKAGES/00_ORIGINAL_ZIPS/Anticipy_48_Hour_Prototype_v1.3_2026-08-29.zip"
4376f0cd4fb1,29575599,2026-09-06,08_HISTORICAL_PACKAGES,"08_HISTORICAL_PACKAGES/00_ORIGINAL_ZIPS/Anticipy_Execution_Package_v1.0_2026-08-29.zip"
d39a1a00866b,25937130,2026-09-06,08_HISTORICAL_PACKAGES,"08_HISTORICAL_PACKAGES/00_ORIGINAL_ZIPS/Anticipy_Hardware_Master_Package_2026-09-05.zip"
a2cee6260e3e,3540397,2026-09-06,08_HISTORICAL_PACKAGES,"08_HISTORICAL_PACKAGES/00_ORIGINAL_ZIPS/Anticipy_Strict_Component_EVT_v0.1.zip"
b10138d43239,4254277,2026-09-06,08_HISTORICAL_PACKAGES,"08_HISTORICAL_PACKAGES/00_ORIGINAL_ZIPS/Anticipy_Tuesday_10_Handoff_v2.zip"
89da7216129f,183214,2026-09-06,08_HISTORICAL_PACKAGES,"08_HISTORICAL_PACKAGES/00_ORIGINAL_ZIPS/Anticipy_pendant_v0.1_build_pack.zip"
16a72946a4f1,3827543,2026-09-06,08_HISTORICAL_PACKAGES,"08_HISTORICAL_PACKAGES/00_ORIGINAL_ZIPS/Anticipy_v07_four_day_complete_build_pack.zip"
7729aa36a0ba,24071,2026-09-06,08_HISTORICAL_PACKAGES,"08_HISTORICAL_PACKAGES/2026-04_esp32s3_prior_generation/dev-final-firmware/DESIGN.md"
ac5e40583593,4805,2026-09-06,08_HISTORICAL_PACKAGES,"08_HISTORICAL_PACKAGES/2026-04_esp32s3_prior_generation/dev-final-firmware/MANUFACTURING_ORDER.md"
bbb8711d2a0d,6933,2026-09-06,08_HISTORICAL_PACKAGES,"08_HISTORICAL_PACKAGES/2026-04_esp32s3_prior_generation/dev-final-firmware/PACKAGING.md"
27346afbf56d,10642,2026-09-06,08_HISTORICAL_PACKAGES,"08_HISTORICAL_PACKAGES/2026-04_esp32s3_prior_generation/dev-final-firmware/case/anticipy_pendant.scad"
3dec213f9365,6065,2026-09-06,08_HISTORICAL_PACKAGES,"08_HISTORICAL_PACKAGES/2026-04_esp32s3_prior_generation/dev-final-firmware/case/render_product.html"
c5e2a7d522df,408,2026-09-06,08_HISTORICAL_PACKAGES,"08_HISTORICAL_PACKAGES/2026-04_esp32s3_prior_generation/dev-final-firmware/partitions_ota.csv"
4e1b3f98d5fe,12335,2026-09-06,08_HISTORICAL_PACKAGES,"08_HISTORICAL_PACKAGES/2026-04_esp32s3_prior_generation/dev-final-firmware/pcb/ASSEMBLY.md"
24a3e68d74f7,6895,2026-09-06,08_HISTORICAL_PACKAGES,"08_HISTORICAL_PACKAGES/2026-04_esp32s3_prior_generation/dev-final-firmware/pcb/SCHEMATIC.md"
adddc49bf763,5885,2026-09-06,08_HISTORICAL_PACKAGES,"08_HISTORICAL_PACKAGES/2026-04_esp32s3_prior_generation/dev-final-firmware/pcb/anticipy.kicad_pro"
8c559e702e33,27700,2026-09-06,08_HISTORICAL_PACKAGES,"08_HISTORICAL_PACKAGES/2026-04_esp32s3_prior_generation/dev-final-firmware/pcb/anticipy.kicad_sch"
2472aaa0528e,1165,2026-09-06,08_HISTORICAL_PACKAGES,"08_HISTORICAL_PACKAGES/2026-04_esp32s3_prior_generation/dev-final-firmware/platformio.ini"
ad8e1f2f43c7,8440,2026-09-06,08_HISTORICAL_PACKAGES,"08_HISTORICAL_PACKAGES/2026-04_esp32s3_prior_generation/dev-final-firmware/src/audio.cpp"
7e990166674a,2486,2026-09-06,08_HISTORICAL_PACKAGES,"08_HISTORICAL_PACKAGES/2026-04_esp32s3_prior_generation/dev-final-firmware/src/audio.h"
f1376714002d,9273,2026-09-06,08_HISTORICAL_PACKAGES,"08_HISTORICAL_PACKAGES/2026-04_esp32s3_prior_generation/dev-final-firmware/src/config.h"
c238a99198eb,5319,2026-09-06,08_HISTORICAL_PACKAGES,"08_HISTORICAL_PACKAGES/2026-04_esp32s3_prior_generation/dev-final-firmware/src/led.cpp"
b01eeb77621b,2419,2026-09-06,08_HISTORICAL_PACKAGES,"08_HISTORICAL_PACKAGES/2026-04_esp32s3_prior_generation/dev-final-firmware/src/led.h"
dc2bbe53ed79,18573,2026-09-06,08_HISTORICAL_PACKAGES,"08_HISTORICAL_PACKAGES/2026-04_esp32s3_prior_generation/dev-final-firmware/src/main.cpp"
332105bfb824,12099,2026-09-06,08_HISTORICAL_PACKAGES,"08_HISTORICAL_PACKAGES/2026-04_esp32s3_prior_generation/dev-final-firmware/src/network.cpp"
edaa71eeb54a,2872,2026-09-06,08_HISTORICAL_PACKAGES,"08_HISTORICAL_PACKAGES/2026-04_esp32s3_prior_generation/dev-final-firmware/src/network.h"
7700023ad70b,6137,2026-09-06,08_HISTORICAL_PACKAGES,"08_HISTORICAL_PACKAGES/2026-04_esp32s3_prior_generation/dev-final-firmware/src/power.cpp"
7d1e178c3557,1608,2026-09-06,08_HISTORICAL_PACKAGES,"08_HISTORICAL_PACKAGES/2026-04_esp32s3_prior_generation/dev-final-firmware/src/power.h"
8acfc0e9ca35,3974,2026-09-06,08_HISTORICAL_PACKAGES,"08_HISTORICAL_PACKAGES/2026-04_esp32s3_prior_generation/dev-final-firmware/src/vad.cpp"
85d20f78ba67,1643,2026-09-06,08_HISTORICAL_PACKAGES,"08_HISTORICAL_PACKAGES/2026-04_esp32s3_prior_generation/dev-final-firmware/src/vad.h"
87de0f34d433,1572,2026-09-06,08_HISTORICAL_PACKAGES,"08_HISTORICAL_PACKAGES/2026-04_esp32s3_prior_generation/site-docs/README.md"
5357fa0d0730,17199,2026-09-06,08_HISTORICAL_PACKAGES,"08_HISTORICAL_PACKAGES/2026-04_esp32s3_prior_generation/site-docs/_original-index.page.tsx"
6461eda50457,24627,2026-09-06,08_HISTORICAL_PACKAGES,"08_HISTORICAL_PACKAGES/2026-04_esp32s3_prior_generation/site-docs/assembly.page.tsx"
5db0cb206f93,17860,2026-09-06,08_HISTORICAL_PACKAGES,"08_HISTORICAL_PACKAGES/2026-04_esp32s3_prior_generation/site-docs/bom.page.tsx"
c2c2a82012a9,14933,2026-09-06,08_HISTORICAL_PACKAGES,"08_HISTORICAL_PACKAGES/2026-04_esp32s3_prior_generation/site-docs/hardware-transfer.page.tsx"
7869edfd5e3e,29591,2026-09-06,08_HISTORICAL_PACKAGES,"08_HISTORICAL_PACKAGES/2026-04_esp32s3_prior_generation/site-docs/hardware.page.tsx"
6c71d931d51c,29325,2026-09-06,08_HISTORICAL_PACKAGES,"08_HISTORICAL_PACKAGES/2026-04_esp32s3_prior_generation/site-docs/manufacturing.page.tsx"
f13e907eaa7e,21687,2026-09-06,08_HISTORICAL_PACKAGES,"08_HISTORICAL_PACKAGES/2026-04_esp32s3_prior_generation/site-docs/packaging.page.tsx"
be539936b94b,20555,2026-09-06,08_HISTORICAL_PACKAGES,"08_HISTORICAL_PACKAGES/2026-04_esp32s3_prior_generation/site-docs/schematic.page.tsx"
78e19e46947e,320,2026-09-06,08_HISTORICAL_PACKAGES,"08_HISTORICAL_PACKAGES/2026-07-23_firmware_dev_not_for_flash/00_READ_ME_FIRST_NOT_FOR_FLASH.txt"
b94720e23dea,2495,2026-09-06,08_HISTORICAL_PACKAGES,"08_HISTORICAL_PACKAGES/2026-07-23_firmware_dev_not_for_flash/SHA256SUMS.txt"
f862439a1e5c,68241,2026-09-06,08_HISTORICAL_PACKAGES,"08_HISTORICAL_PACKAGES/2026-07-23_firmware_dev_not_for_flash/evidence-and-artifacts/.config"
b4f80b87a1c9,2793,2026-09-06,08_HISTORICAL_PACKAGES,"08_HISTORICAL_PACKAGES/2026-07-23_firmware_dev_not_for_flash/evidence-and-artifacts/ACTIVE_WEST_PROJECTS_POST.tsv"
b4f80b87a1c9,2793,2026-09-06,08_HISTORICAL_PACKAGES,"08_HISTORICAL_PACKAGES/2026-07-23_firmware_dev_not_for_flash/evidence-and-artifacts/ACTIVE_WEST_PROJECTS_PRE.tsv"
3ce8729448cd,9047,2026-09-06,08_HISTORICAL_PACKAGES,"08_HISTORICAL_PACKAGES/2026-07-23_firmware_dev_not_for_flash/evidence-and-artifacts/ANTICIPY_DEVELOPMENT_BUILD_RECEIPT_NOT_FOR_FLASH.json"
a26a28526f21,11338,2026-09-06,08_HISTORICAL_PACKAGES,"08_HISTORICAL_PACKAGES/2026-07-23_firmware_dev_not_for_flash/evidence-and-artifacts/ANTICIPY_DEVELOPMENT_COMPONENT_INVENTORY_NOT_ATTESTED.json"
fc54fac5a723,2856,2026-09-06,08_HISTORICAL_PACKAGES,"08_HISTORICAL_PACKAGES/2026-07-23_firmware_dev_not_for_flash/evidence-and-artifacts/ANTICIPY_DEVELOPMENT_CONTAINER_INSPECTION_NOT_ATTESTED.json"
ba3a6fa71fd7,2398,2026-09-06,08_HISTORICAL_PACKAGES,"08_HISTORICAL_PACKAGES/2026-07-23_firmware_dev_not_for_flash/evidence-and-artifacts/ANTICIPY_SOURCE_RECEIPT.json"
d1f824e2f325,520,2026-09-06,08_HISTORICAL_PACKAGES,"08_HISTORICAL_PACKAGES/2026-07-23_firmware_dev_not_for_flash/evidence-and-artifacts/ARTIFACT_SHA256SUMS.txt"
0271a7d97b97,160719,2026-09-06,08_HISTORICAL_PACKAGES,"08_HISTORICAL_PACKAGES/2026-07-23_firmware_dev_not_for_flash/evidence-and-artifacts/BUILD.log"
5b0ebf07d6b1,290,2026-09-06,08_HISTORICAL_PACKAGES,"08_HISTORICAL_PACKAGES/2026-07-23_firmware_dev_not_for_flash/evidence-and-artifacts/BUILD_COMMAND.txt"
a4c599ba28b9,52549,2026-09-06,08_HISTORICAL_PACKAGES,"08_HISTORICAL_PACKAGES/2026-07-23_firmware_dev_not_for_flash/evidence-and-artifacts/CMakeCache.txt"
a539512405a5,333,2026-09-06,08_HISTORICAL_PACKAGES,"08_HISTORICAL_PACKAGES/2026-07-23_firmware_dev_not_for_flash/evidence-and-artifacts/DEVELOPMENT_STATUS_NOT_FOR_FLASH.txt"
a31e3a86b660,197,2026-09-06,08_HISTORICAL_PACKAGES,"08_HISTORICAL_PACKAGES/2026-07-23_firmware_dev_not_for_flash/evidence-and-artifacts/TOOL_VERSIONS.tsv"
f50c51b711bb,2003,2026-09-06,08_HISTORICAL_PACKAGES,"08_HISTORICAL_PACKAGES/2026-07-23_firmware_dev_not_for_flash/evidence-and-artifacts/anticipy-pinned-image-manifest.json"
a1e00ebde3f8,23841,2026-09-06,08_HISTORICAL_PACKAGES,"08_HISTORICAL_PACKAGES/2026-07-23_firmware_dev_not_for_flash/evidence-and-artifacts/generate_development_receipt.py"
b7cddedb7010,274468,2026-09-06,08_HISTORICAL_PACKAGES,"08_HISTORICAL_PACKAGES/2026-07-23_firmware_dev_not_for_flash/evidence-and-artifacts/zephyr.bin"
8d969ccd73a8,18300,2026-09-06,08_HISTORICAL_PACKAGES,"08_HISTORICAL_PACKAGES/2026-07-23_firmware_dev_not_for_flash/evidence-and-artifacts/zephyr.dts"
0f4dc109c685,5240756,2026-09-06,08_HISTORICAL_PACKAGES,"08_HISTORICAL_PACKAGES/2026-07-23_firmware_dev_not_for_flash/evidence-and-artifacts/zephyr.elf"
c0a6bde2319d,772213,2026-09-06,08_HISTORICAL_PACKAGES,"08_HISTORICAL_PACKAGES/2026-07-23_firmware_dev_not_for_flash/evidence-and-artifacts/zephyr.hex"
f34011c1082e,1525047,2026-09-06,08_HISTORICAL_PACKAGES,"08_HISTORICAL_PACKAGES/2026-07-23_firmware_dev_not_for_flash/evidence-and-artifacts/zephyr.map"
437dc9e33ef5,549376,2026-09-06,08_HISTORICAL_PACKAGES,"08_HISTORICAL_PACKAGES/2026-07-23_firmware_dev_not_for_flash/evidence-and-artifacts/zephyr.uf2"
c3f5de9bf597,5257,2026-09-06,08_HISTORICAL_PACKAGES,"08_HISTORICAL_PACKAGES/2026-07-24_dual_hatch_builds/RECLAIM-MANIFEST-20260724.txt"
3c725a1ed8a6,6703,2026-09-06,08_HISTORICAL_PACKAGES,"08_HISTORICAL_PACKAGES/2026-07-24_dual_hatch_builds/dual-hatch-20260724/BUILD_RECEIPT.json"
5669f61a73f6,30895,2026-09-06,08_HISTORICAL_PACKAGES,"08_HISTORICAL_PACKAGES/2026-07-24_dual_hatch_builds/dual-hatch-20260724/build.log"
e861aa9c2979,255474,2026-09-06,08_HISTORICAL_PACKAGES,"08_HISTORICAL_PACKAGES/2026-07-24_dual_hatch_builds/dual-hatch-20260724/dfu/anticipy-dual-hatch-nrf52-legacy-ota.zip"
99de0f5f219a,4530,2026-09-06,08_HISTORICAL_PACKAGES,"08_HISTORICAL_PACKAGES/2026-07-24_dual_hatch_builds/dual-hatch-20260724/source/ANTICIPY_SOURCE_RECEIPT.json"
0c36c405b4fb,3097,2026-09-06,08_HISTORICAL_PACKAGES,"08_HISTORICAL_PACKAGES/2026-07-24_dual_hatch_builds/dual-hatch-20260724/source/CMakeLists.txt"
95f59ea05788,5065,2026-09-06,08_HISTORICAL_PACKAGES,"08_HISTORICAL_PACKAGES/2026-07-24_dual_hatch_builds/dual-hatch-20260724/source/DUAL_HATCH_RECEIPT.json"
df58d0dbef58,320,2026-09-06,08_HISTORICAL_PACKAGES,"08_HISTORICAL_PACKAGES/2026-07-24_dual_hatch_builds/dual-hatch-20260724/source/Kconfig"
5c6d4987e910,1298,2026-09-06,08_HISTORICAL_PACKAGES,"08_HISTORICAL_PACKAGES/2026-07-24_dual_hatch_builds/dual-hatch-20260724/source/README.rst"
e3b0c44298fc,0,2026-09-06,08_HISTORICAL_PACKAGES,"08_HISTORICAL_PACKAGES/2026-07-24_dual_hatch_builds/dual-hatch-20260724/source/boards/.gitkeep"
ca447461f063,111,2026-09-06,08_HISTORICAL_PACKAGES,"08_HISTORICAL_PACKAGES/2026-07-24_dual_hatch_builds/dual-hatch-20260724/source/overlay/xiao_ble_sense_devkitv2-adafruit_module.overlay"
e1ebaaf4538e,3720,2026-09-06,08_HISTORICAL_PACKAGES,"08_HISTORICAL_PACKAGES/2026-07-24_dual_hatch_builds/dual-hatch-20260724/source/prj_xiao_ble_sense_devkitv2-adafruit.conf"
94cde0ff8096,901,2026-09-06,08_HISTORICAL_PACKAGES,"08_HISTORICAL_PACKAGES/2026-07-24_dual_hatch_builds/dual-hatch-20260724/source/src/battery_math.c"
d708462f6145,290,2026-09-06,08_HISTORICAL_PACKAGES,"08_HISTORICAL_PACKAGES/2026-07-24_dual_hatch_builds/dual-hatch-20260724/source/src/battery_math.h"
2da61a90c2df,1462,2026-09-06,08_HISTORICAL_PACKAGES,"08_HISTORICAL_PACKAGES/2026-07-24_dual_hatch_builds/dual-hatch-20260724/source/src/battery_smoother.c"
2bbdb095355f,427,2026-09-06,08_HISTORICAL_PACKAGES,"08_HISTORICAL_PACKAGES/2026-07-24_dual_hatch_builds/dual-hatch-20260724/source/src/battery_smoother.h"
5423aad81f8d,7892,2026-09-06,08_HISTORICAL_PACKAGES,"08_HISTORICAL_PACKAGES/2026-07-24_dual_hatch_builds/dual-hatch-20260724/source/src/codec.c"
